date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
1977-07-22,Hungary,Argentina,1,1,Friendly,Tokyo,Sweden,True
1977-07-25,Senegal,Brazil,2,0,AFC Asian Cup,New York,Nigeria,False
1977-08-02,Italy,Iraq,2,1,Copa America,Paris,Cameroon,False
1977-08-06,Denmark,Peru,3,1,UEFA Euro qualification,Tokyo,Spain,False
1977-08-30,Norway,China,2,2,Friendly,Mexico City,Sweden,False
1977-09-01,Chile,Norway,1,1,Friendly,Madrid,Argentina,False
1977-09-02,Ghana,Turkey,2,3,CONCACAF Gold Cup,London,England,False
1977-09-06,Wales,Italy,1,1,FIFA World Cup,Tokyo,France,False
1977-09-06,Egypt,Chile,2,2,CONCACAF Gold Cup,Rome,Cameroon,False
1977-09-12,Ireland,Greece,1,1,FIFA World Cup qualification,Cairo,Sweden,False
1977-09-12,Turkey,Czech Republic,1,2,FIFA World Cup qualification,Madrid,Germany,False
1977-09-12,Russia,Senegal,2,2,UEFA Euro qualification,Los Angeles,Brazil,False
1977-09-15,Japan,Turkey,1,0,FIFA World Cup qualification,Buenos Aires,England,False
1977-09-26,Senegal,Denmark,2,0,Friendly,Sao Paulo,Australia,False
1977-09-29,England,Greece,4,0,Friendly,Mexico City,Sweden,True
1977-10-06,Hungary,Norway,2,1,AFC Asian Cup,Mexico City,Mexico,False
1977-10-08,Czech Republic,Germany,3,0,Friendly,Cairo,Japan,False
1977-10-11,Peru,Spain,2,1,Copa America,Lisbon,Australia,False
1977-10-17,Japan,United States,5,1,AFC Asian Cup,Lagos,Netherlands,False
1977-10-20,Uruguay,Wales,0,1,AFC Asian Cup,Sydney,Germany,True
1977-10-26,Brazil,Germany,2,0,CONCACAF Gold Cup,Paris,Sweden,False
1977-10-26,Brazil,France,3,0,Friendly,Montevideo,Germany,False
1977-10-27,Spain,Saudi Arabia,1,1,Friendly,Tokyo,Nigeria,True
1977-10-30,Scotland,Hungary,3,0,Africa Cup of Nations,Sao Paulo,Uruguay,False
1977-11-11,Morocco,Romania,2,0,Friendly,Sydney,Nigeria,False
1977-11-13,Greece,Chile,1,1,FIFA World Cup,Seoul,France,False
1977-11-21,Greece,Denmark,1,0,UEFA Euro qualification,Sao Paulo,Sweden,False
1977-11-24,Uruguay,Senegal,2,1,FIFA World Cup qualification,Madrid,Croatia,True
1977-12-13,Morocco,Uruguay,2,1,Copa America,Lisbon,Cameroon,False
1977-12-17,Sweden,Russia,0,0,FIFA World Cup qualification,Mexico City,Japan,True
1977-12-19,Denmark,Sweden,0,0,UEFA European Championship,Madrid,England,False
1977-12-19,Germany,Iraq,2,2,Africa Cup of Nations,Amsterdam,Portugal,False
1977-12-24,Netherlands,Nigeria,3,0,Friendly,Mexico City,Uruguay,False
1977-12-30,France,Sweden,2,2,Friendly,Mexico City,United States,False
1978-01-05,China,Russia,5,1,CONCACAF Gold Cup,Madrid,Belgium,False
1978-01-11,Romania,Norway,0,1,UEFA European Championship,Buenos Aires,Mexico,False
1978-01-18,Russia,Ghana,2,2,Friendly,Cairo,Uruguay,True
1978-01-21,Sweden,China,2,2,UEFA European Championship,Berlin,Mexico,False
1978-01-24,Uruguay,Turkey,3,0,FIFA World Cup,Rome,Argentina,False
1978-01-27,Australia,Iran,1,1,UEFA European Championship,Lisbon,Brazil,False
1978-01-29,Ireland,France,1,2,FIFA World Cup qualification,Amsterdam,South Korea,True
1978-01-29,England,Ireland,4,2,FIFA World Cup,Amsterdam,Italy,False
1978-01-30,Italy,Ecuador,4,0,AFC Asian Cup,Paris,Belgium,False
1978-02-06,United States,Paraguay,2,0,Friendly,Montevideo,Germany,True
1978-02-07,Turkey,Romania,0,0,UEFA Euro qualification,Amsterdam,Spain,False
1978-02-16,South Africa,Morocco,1,1,Friendly,Mexico City,Australia,False
1978-02-23,Uruguay,Italy,0,3,Friendly,Seoul,Portugal,False
1978-02-25,Paraguay,Australia,3,2,CONCACAF Gold Cup,Seoul,England,False
1978-02-27,Argentina,Peru,4,2,FIFA World Cup qualification,Tokyo,Italy,False
1978-03-02,Cameroon,England,3,3,UEFA European Championship,Montevideo,France,False
1978-03-11,Norway,Spain,1,2,Friendly,Lagos,Australia,False
1978-03-20,Chile,Bolivia,2,2,FIFA World Cup,Tokyo,Netherlands,False
1978-03-20,Argentina,Brazil,3,1,Copa America,Seoul,Australia,False
1978-03-25,Senegal,Belgium,1,3,AFC Asian Cup,Paris,Belgium,False
1978-04-01,New Zealand,Egypt,0,1,FIFA World Cup,Lagos,Portugal,False
1978-04-07,Brazil,Russia,1,3,UEFA European Championship,Lisbon,Cameroon,True
1978-04-08,Romania,Wales,1,0,UEFA European Championship,Lagos,Sweden,False
1978-04-24,Hungary,Belgium,0,1,Copa America,Lisbon,Mexico,True
1978-04-30,Colombia,Australia,1,1,UEFA European Championship,New York,United States,False
1978-05-04,Brazil,Chile,3,2,UEFA European Championship,London,Italy,False
1978-05-12,Egypt,Bolivia,3,1,Friendly,Seoul,England,False
1978-05-24,Ireland,Bolivia,2,1,UEFA European Championship,Rome,Japan,False
1978-05-29,Portugal,Romania,2,1,Friendly,Buenos Aires,Belgium,True
1978-06-05,Argentina,Portugal,1,0,UEFA Euro qualification,Montevideo,Netherlands,False
1978-06-18,Japan,Croatia,1,1,CONCACAF Gold Cup,London,France,False
1978-06-20,Ireland,Saudi Arabia,1,1,AFC Asian Cup,Los Angeles,Brazil,False
1978-06-21,Ireland,Germany,2,1,Friendly,Mexico City,England,True
1978-06-22,Croatia,Italy,3,1,Copa America,Paris,Portugal,False
1978-07-03,South Korea,Saudi Arabia,2,0,Friendly,Sydney,Argentina,False
1978-07-08,Chile,France,2,1,CONCACAF Gold Cup,Rome,Cameroon,False
1978-07-22,India,Romania,0,2,Friendly,Tokyo,Netherlands,False
1978-07-31,France,Netherlands,1,2,Copa America,London,Japan,False
1978-08-18,Chile,Denmark,5,1,FIFA World Cup qualification,Tokyo,Italy,False
1978-08-24,Argentina,Hungary,2,2,CONCACAF Gold Cup,Lisbon,Mexico,False
1978-09-14,Bolivia,Senegal,1,1,Copa America,Montevideo,Brazil,True
1978-09-16,India,Italy,2,1,Friendly,Rome,Argentina,False
1978-09-20,New Zealand,Nigeria,2,0,Friendly,Montevideo,Germany,False
1978-09-22,Romania,Peru,2,0,Africa Cup of Nations,Los Angeles,Sweden,True
1978-09-26,Argentina,Egypt,3,0,Friendly,Madrid,Uruguay,False
1978-09-27,Brazil,Romania,3,1,Friendly,Montevideo,South Korea,True
1978-09-30,Wales,Belgium,3,1,AFC Asian Cup,Lisbon,Nigeria,False
1978-09-30,Scotland,Cameroon,2,1,Copa America,London,Portugal,False
1978-10-11,Croatia,Chile,3,0,AFC Asian Cup,Berlin,South Korea,False
1978-10-18,Turkey,Morocco,1,2,FIFA World Cup,Montevideo,South Korea,True
1978-10-19,Japan,Ireland,1,1,Friendly,Madrid,Argentina,True
1978-10-19,Chile,Denmark,1,1,Copa America,Montevideo,Germany,True
1978-10-22,India,Ecuador,1,1,Friendly,Sao Paulo,Mexico,False
1978-10-23,Wales,Netherlands,4,0,UEFA European Championship,Madrid,Uruguay,False
1978-10-25,Ireland,Senegal,1,0,Friendly,Paris,Mexico,False
1978-10-28,Norway,India,0,3,UEFA Euro qualification,Tokyo,Japan,False
1978-11-03,Denmark,Netherlands,1,2,CONCACAF Gold Cup,Lisbon,Australia,False
1978-11-09,Australia,Iran,1,2,AFC Asian Cup,Paris,Cameroon,False
1978-11-11,Russia,Ghana,0,2,Friendly,Sydney,Japan,True
1978-11-14,Uruguay,Germany,0,0,Copa America,Mexico City,Germany,False
1978-11-19,Russia,Iran,0,0,FIFA World Cup qualification,Tokyo,France,False
1978-12-06,Paraguay,South Korea,1,1,FIFA World Cup,Buenos Aires,Japan,False
1978-12-16,United States,Portugal,1,1,UEFA Euro qualification,Mexico City,England,False
1978-12-24,Uruguay,Brazil,0,0,Friendly,London,Sweden,False
1978-12-25,New Zealand,Ecuador,2,2,FIFA World Cup,Mexico City,Nigeria,False
1979-01-16,Mexico,Portugal,1,1,Friendly,Buenos Aires,Australia,True
1979-01-17,Greece,Japan,0,0,Friendly,Seoul,Australia,False
1979-01-22,United States,Ghana,3,1,Africa Cup of Nations,Montevideo,Brazil,True
1979-01-24,Belgium,Turkey,2,2,Friendly,Paris,France,False
1979-01-30,South Korea,New Zealand,2,0,FIFA World Cup qualification,Madrid,Argentina,False
1979-02-01,Spain,Portugal,1,3,UEFA Euro qualification,Tokyo,Belgium,False
1979-02-02,Ecuador,Ghana,0,2,Africa Cup of Nations,Lagos,South Korea,True
1979-02-03,Germany,Bolivia,1,1,Africa Cup of Nations,Berlin,South Korea,False
1979-02-06,Colombia,England,2,3,FIFA World Cup,London,France,False
1979-02-08,China,South Korea,1,1,Copa America,Montevideo,Portugal,False
1979-02-25,South Africa,Belgium,0,1,CONCACAF Gold Cup,Rome,Italy,False
1979-02-28,England,Scotland,1,0,FIFA World Cup qualification,Madrid,Croatia,False
1979-03-05,Wales,Mexico,3,1,FIFA World Cup,Lagos,Netherlands,False
1979-03-08,Iran,Poland,0,1,FIFA World Cup qualification,Amsterdam,Sweden,False
1979-03-13,Peru,Colombia,3,0,UEFA European Championship,Buenos Aires,Cameroon,False
1979-03-18,Iran,South Africa,1,1,AFC Asian Cup,Rome,Australia,False
1979-03-20,South Korea,Cameroon,1,0,AFC Asian Cup,Berlin,Netherlands,False
1979-03-23,Argentina,Netherlands,1,1,UEFA Euro qualification,Sydney,South Korea,True
1979-03-24,Spain,Czech Republic,2,3,Friendly,Paris,Spain,True
1979-03-24,Japan,Saudi Arabia,0,0,AFC Asian Cup,Tokyo,Mexico,False
1979-03-26,Peru,Norway,0,2,Friendly,London,Croatia,False
1979-03-28,Wales,New Zealand,2,2,FIFA World Cup,Buenos Aires,United States,True
1979-03-31,Paraguay,Bolivia,1,0,Friendly,Los Angeles,United States,True
1979-04-20,Turkey,Iran,2,0,Friendly,Madrid,Belgium,True
1979-04-26,Australia,Portugal,2,1,Friendly,Berlin,Netherlands,False
1979-04-30,New Zealand,Australia,1,2,Copa America,Rome,United States,False
1979-05-06,Greece,Australia,1,1,Africa Cup of Nations,Paris,Cameroon,True
1979-05-11,Sweden,Croatia,0,2,FIFA World Cup,Madrid,Germany,False
1979-05-19,Czech Republic,Iran,3,0,Africa Cup of Nations,Lisbon,England,False
1979-05-20,Netherlands,Paraguay,1,0,UEFA Euro qualification,Los Angeles,Uruguay,False
1979-05-30,Norway,Czech Republic,0,0,Friendly,New York,United States,False
1979-05-31,Morocco,Spain,2,0,Copa America,Amsterdam,Japan,False
1979-06-03,South Africa,Nigeria,3,1,Copa America,Sydney,Australia,False
1979-06-05,Italy,Japan,3,1,AFC Asian Cup,Rome,United States,False
1979-06-06,Brazil,Belgium,1,1,Friendly,Madrid,Nigeria,False
1979-06-07,Hungary,Turkey,2,0,CONCACAF Gold Cup,Lisbon,France,False
1979-06-07,Russia,Ghana,1,0,Copa America,Montevideo,Croatia,False
1979-06-13,Belgium,Sweden,0,1,FIFA World Cup qualification,Rome,Germany,False
1979-06-23,South Korea,Japan,0,2,Friendly,Los Angeles,Mexico,True
1979-06-30,Ecuador,Saudi Arabia,3,0,Copa America,Sao Paulo,Sweden,True
1979-07-01,Peru,Turkey,3,1,AFC Asian Cup,London,United States,False
1979-07-02,Ireland,Turkey,2,1,Friendly,New York,Australia,True
1979-07-04,Ghana,New Zealand,0,1,FIFA World Cup qualification,Lisbon,Argentina,False
1979-07-08,Ghana,Italy,2,3,CONCACAF Gold Cup,Madrid,Croatia,False
1979-07-09,Germany,Peru,2,1,Copa America,Buenos Aires,Croatia,False
1979-07-16,Russia,Egypt,2,1,Copa America,Berlin,Nigeria,False
1979-07-18,Uruguay,Romania,2,2,CONCACAF Gold Cup,Rome,Argentina,False
1979-07-18,Egypt,Hungary,1,2,AFC Asian Cup,Berlin,England,True
1979-07-31,Russia,Nigeria,1,0,Friendly,Sydney,Cameroon,False
1979-08-02,New Zealand,Saudi Arabia,1,0,Friendly,Rome,Nigeria,False
1979-08-03,Bolivia,Norway,0,4,Friendly,Sao Paulo,Mexico,False
1979-08-11,Ecuador,Spain,1,0,CONCACAF Gold Cup,Los Angeles,Netherlands,False
1979-08-20,Senegal,Sweden,0,0,Africa Cup of Nations,Berlin,Japan,False
1979-08-23,Romania,Croatia,3,1,CONCACAF Gold Cup,London,Brazil,False
1979-08-25,Italy,Ecuador,3,0,Friendly,Cairo,Mexico,False
1979-08-26,Norway,England,2,1,AFC Asian Cup,Los Angeles,Nigeria,False
1979-09-01,South Korea,France,1,3,Friendly,Montevideo,South Korea,False
1979-09-09,Netherlands,Argentina,2,1,FIFA World Cup qualification,Berlin,Belgium,True
1979-09-22,England,Scotland,0,1,Africa Cup of Nations,Mexico City,Australia,True
1979-09-24,Bolivia,New Zealand,2,1,AFC Asian Cup,Sydney,Cameroon,False
1979-09-28,Iran,Cameroon,0,2,Friendly,Sao Paulo,South Korea,False
1979-10-09,Scotland,France,1,3,Friendly,Berlin,Argentina,False
1979-10-13,Morocco,Iran,1,1,Copa America,Seoul,Mexico,False
1979-10-28,Ghana,Mexico,5,1,Africa Cup of Nations,Seoul,Australia,False
1979-11-06,Ireland,Saudi Arabia,0,0,Copa America,New York,France,False
1979-11-10,Egypt,Cameroon,0,1,Friendly,Seoul,Australia,False
1979-11-11,South Africa,United States,0,3,UEFA Euro qualification,Montevideo,Portugal,False
1979-11-13,Spain,Russia,2,0,UEFA European Championship,Lagos,Italy,False
1979-11-24,Paraguay,Argentina,4,0,UEFA Euro qualification,Seoul,Germany,False
1979-12-03,Australia,Peru,2,0,AFC Asian Cup,Lagos,Portugal,True
1979-12-04,New Zealand,Norway,1,2,Copa America,Sao Paulo,England,True
1979-12-14,Iraq,Portugal,1,2,Africa Cup of Nations,Mexico City,Italy,False
1979-12-15,Argentina,Belgium,3,0,Friendly,Tokyo,Italy,False
1979-12-17,Japan,Argentina,4,2,UEFA European Championship,Berlin,France,False
1979-12-29,Turkey,Ireland,4,2,Friendly,Berlin,United States,False
1980-01-02,Croatia,Iraq,1,0,AFC Asian Cup,Madrid,Italy,True
1980-01-09,Croatia,Belgium,2,1,Copa America,Mexico City,Belgium,False
1980-01-21,Ghana,Saudi Arabia,2,2,AFC Asian Cup,New York,Portugal,False
1980-02-11,Senegal,Wales,2,1,CONCACAF Gold Cup,New York,Germany,False
1980-02-22,Mexico,Iraq,4,0,UEFA European Championship,London,Mexico,True
1980-02-25,Sweden,Ecuador,2,1,FIFA World Cup,Lagos,Brazil,False
1980-02-29,Iraq,Scotland,3,1,Friendly,Amsterdam,South Korea,False
1980-03-02,Paraguay,Brazil,0,2,Copa America,Los Angeles,Sweden,False
1980-03-04,Czech Republic,Croatia,1,0,Friendly,Paris,Spain,True
1980-03-04,Spain,Nigeria,2,0,AFC Asian Cup,Montevideo,Cameroon,True
1980-03-05,Poland,Peru,5,0,CONCACAF Gold Cup,Lagos,Japan,True
1980-03-16,Spain,France,1,1,FIFA World Cup qualification,Los Angeles,Germany,True
1980-03-30,Netherlands,Norway,3,1,Friendly,Cairo,Australia,True
1980-03-31,Japan,Colombia,1,0,Copa America,Cairo,South Korea,False
1980-04-06,Morocco,Romania,2,0,Africa Cup of Nations,Amsterdam,Netherlands,False
1980-04-09,Uruguay,Peru,0,2,Copa America,Berlin,Uruguay,False
1980-04-10,China,United States,1,0,Friendly,Montevideo,Belgium,False
1980-04-11,Portugal,Russia,3,1,FIFA World Cup qualification,Los Angeles,Italy,False
1980-04-17,India,England,3,0,Friendly,London,Belgium,True
1980-04-19,Colombia,Sweden,3,2,UEFA European Championship,Rome,Mexico,False
1980-04-19,Senegal,Peru,3,1,CONCACAF Gold Cup,New York,Argentina,False
1980-04-19,China,Saudi Arabia,1,1,Friendly,Los Angeles,United States,False
1980-04-26,United States,Iran,2,1,Friendly,Berlin,Sweden,False
1980-04-26,New Zealand,Cameroon,3,0,FIFA World Cup qualification,Madrid,South Korea,True
1980-05-06,Australia,Paraguay,0,0,UEFA European Championship,Seoul,England,False
1980-05-07,South Africa,Hungary,0,1,Friendly,Buenos Aires,South Korea,False
1980-05-09,Nigeria,Cameroon,0,0,FIFA World Cup qualification,London,Uruguay,False
1980-05-10,Egypt,Uruguay,1,1,Friendly,Sydney,South Korea,False
1980-05-15,Turkey,Cameroon,7,0,Friendly,Sao Paulo,Germany,False
1980-05-17,Senegal,Bolivia,1,0,Copa America,Sao Paulo,Belgium,True
1980-05-22,Uruguay,United States,3,1,Friendly,London,Argentina,False
1980-05-24,Colombia,New Zealand,2,1,FIFA World Cup,Sao Paulo,Mexico,True
1980-06-02,New Zealand,Bolivia,0,2,FIFA World Cup qualification,Lagos,England,False
1980-06-03,Uruguay,Portugal,2,2,Friendly,New York,Nigeria,True
1980-06-04,Hungary,Belgium,1,2,UEFA Euro qualification,Berlin,Sweden,False
1980-06-04,Russia,Croatia,3,1,Friendly,Buenos Aires,Uruguay,False
1980-06-08,Chile,Peru,2,1,AFC Asian Cup,Sydney,Australia,False
1980-06-08,Sweden,Ireland,0,3,Friendly,Lisbon,Japan,True
1980-06-08,Norway,South Africa,1,1,Friendly,Tokyo,Mexico,False
1980-06-10,Saudi Arabia,Mexico,1,0,Friendly,Montevideo,Netherlands,False
1980-06-19,Saudi Arabia,Wales,3,1,CONCACAF Gold Cup,Tokyo,Portugal,False
1980-06-23,Japan,Australia,1,1,FIFA World Cup qualification,Lagos,Croatia,True
1980-06-24,Croatia,Ecuador,4,1,FIFA World Cup,Mexico City,Nigeria,False
1980-07-07,England,Russia,1,1,Friendly,Seoul,Spain,True
1980-07-14,Belgium,Spain,3,0,AFC Asian Cup,Lisbon,England,False
1980-07-17,Brazil,Denmark,2,2,Africa Cup of Nations,Lagos,Mexico,False
1980-08-02,Wales,Sweden,1,0,Africa Cup of Nations,Seoul,Croatia,True
1980-08-03,Greece,Japan,1,1,UEFA Euro qualification,Montevideo,Croatia,False
1980-08-06,India,Brazil,0,2,Copa America,Los Angeles,Mexico,False
1980-08-31,Norway,Ireland,1,0,Friendly,Amsterdam,Spain,False
1980-09-19,Iran,Hungary,0,3,Friendly,Paris,Japan,False
1980-09-22,Iraq,Turkey,1,4,Africa Cup of Nations,Berlin,Sweden,False
1980-09-25,Saudi Arabia,Iran,2,2,UEFA Euro qualification,Los Angeles,Netherlands,False
1980-09-28,Romania,Czech Republic,2,0,Copa America,Lagos,Germany,False
1980-09-30,China,Greece,0,1,Friendly,Sydney,United States,True
1980-10-11,Russia,Nigeria,2,1,Friendly,Sao Paulo,Germany,False
1980-10-19,Turkey,India,2,0,CONCACAF Gold Cup,London,France,False
1980-10-20,Colombia,Germany,0,1,FIFA World Cup qualification,Sao Paulo,Croatia,False
1980-10-31,New Zealand,Poland,0,3,FIFA World Cup qualification,Paris,Mexico,True
1980-11-06,Mexico,Peru,0,1,Copa America,New York,Argentina,False
1980-11-19,Mexico,Czech Republic,2,3,FIFA World Cup,Buenos Aires,Netherlands,False
1980-11-22,Iran,Japan,3,1,FIFA World Cup,Sao Paulo,Argentina,False
1980-11-22,Nigeria,Denmark,0,0,FIFA World Cup,Seoul,Australia,True
1980-11-23,Peru,Spain,1,1,AFC Asian Cup,Buenos Aires,Uruguay,False
1980-11-24,Cameroon,Iran,4,2,AFC Asian Cup,Buenos Aires,Netherlands,False
1980-11-24,China,South Korea,1,0,Copa America,Cairo,France,False
1980-11-28,New Zealand,Russia,1,0,Copa America,Berlin,France,False
1980-12-04,Czech Republic,China,0,0,Africa Cup of Nations,Lisbon,United States,False
1980-12-06,Nigeria,Chile,1,3,Friendly,Paris,South Korea,True
1980-12-17,Romania,Brazil,1,0,UEFA Euro qualification,Mexico City,Japan,False
1980-12-19,Greece,New Zealand,3,1,UEFA Euro qualification,Cairo,Japan,False
1980-12-20,Ecuador,Chile,1,0,Friendly,Montevideo,United States,True
1981-01-05,Argentina,Spain,3,1,FIFA World Cup,Los Angeles,France,False
1981-01-06,Iraq,Ecuador,2,1,Friendly,Los Angeles,Cameroon,False
1981-01-06,Saudi Arabia,Colombia,1,2,UEFA European Championship,Seoul,Uruguay,True
1981-01-07,Japan,Italy,1,1,AFC Asian Cup,Lagos,Sweden,False
1981-01-22,United States,Saudi Arabia,1,1,UEFA Euro qualification,Mexico City,Croatia,False
1981-02-01,Brazil,Croatia,3,1,Friendly,Los Angeles,Brazil,False
1981-02-18,Netherlands,Morocco,0,0,Friendly,Sydney,Cameroon,True
1981-03-01,South Korea,Turkey,0,1,AFC Asian Cup,Los Angeles,Spain,False
1981-03-01,United States,Czech Republic,2,1,Africa Cup of Nations,Rome,South Korea,True
1981-03-03,Czech Republic,Greece,2,1,Friendly,Montevideo,Portugal,False
1981-03-12,France,Wales,2,2,Friendly,Mexico City,Nigeria,False
1981-03-18,Denmark,Spain,1,0,Friendly,Montevideo,Cameroon,False
1981-03-22,Colombia,Nigeria,2,0,Friendly,Amsterdam,England,False
1981-03-26,Morocco,Netherlands,1,4,Friendly,Paris,Belgium,True
1981-04-03,Denmark,Mexico,0,3,Friendly,Mexico City,Brazil,False
1981-04-19,Peru,Nigeria,1,2,Friendly,Tokyo,Belgium,False
1981-04-19,Iran,Peru,3,0,UEFA European Championship,Paris,England,False
1981-04-21,Bolivia,India,1,0,FIFA World Cup,Lagos,Spain,True
1981-04-25,New Zealand,Sweden,4,3,UEFA European Championship,Tokyo,Portugal,False
1981-04-27,Nigeria,Cameroon,1,1,UEFA Euro qualification,Los Angeles,England,True
1981-05-02,Belgium,Ireland,2,1,Copa America,Amsterdam,Spain,False
1981-05-15,Scotland,Nigeria,2,1,UEFA Euro qualification,New York,Italy,False
1981-05-15,Ghana,China,1,3,Copa America,Amsterdam,Spain,True
1981-05-20,France,Egypt,2,2,Africa Cup of Nations,Lagos,Croatia,True
1981-05-31,South Korea,England,0,1,Friendly,Madrid,South Korea,False
1981-06-05,Turkey,Australia,2,1,AFC Asian Cup,Seoul,Sweden,False
1981-06-11,Saudi Arabia,Argentina,0,0,Friendly,Buenos Aires,United States,False
1981-06-17,Norway,Peru,0,0,CONCACAF Gold Cup,Tokyo,Sweden,True
1981-06-27,Greece,Ecuador,4,1,AFC Asian Cup,Amsterdam,Brazil,False
1981-06-30,Saudi Arabia,Bolivia,1,2,FIFA World Cup,Mexico City,Sweden,False
1981-06-30,Uruguay,Iran,2,2,AFC Asian Cup,London,Sweden,False
1981-07-11,Saudi Arabia,Morocco,2,0,Friendly,Sao Paulo,Cameroon,False
1981-07-13,New Zealand,Egypt,2,3,Copa America,Cairo,Portugal,False
1981-07-20,Cameroon,Iran,1,2,UEFA Euro qualification,Madrid,Mexico,False
1981-07-22,Portugal,Croatia,1,0,Friendly,Madrid,England,False
1981-07-26,Italy,Belgium,2,1,Africa Cup of Nations,Lisbon,Australia,True
1981-07-30,United States,New Zealand,2,0,CONCACAF Gold Cup,Madrid,Germany,False
1981-08-01,Iraq,Turkey,3,0,FIFA World Cup,Paris,Sweden,False
1981-08-07,South Korea,Brazil,2,1,UEFA European Championship,Lisbon,Nigeria,False
1981-08-14,Croatia,Peru,0,2,CONCACAF Gold Cup,Rome,Japan,False
1981-08-31,Hungary,Colombia,4,1,Africa Cup of Nations,Amsterdam,Netherlands,True
1981-09-07,Uruguay,Colombia,1,1,AFC Asian Cup,Rome,Japan,False
1981-09-26,Chile,Scotland,2,3,Africa Cup of Nations,Buenos Aires,Croatia,True
1981-10-01,United States,Senegal,0,2,UEFA Euro qualification,New York,France,False
1981-10-04,South Africa,Ireland,1,1,Africa Cup of Nations,Lagos,England,False
1981-10-06,Nigeria,Senegal,4,2,Copa America,Sydney,Spain,False
1981-10-10,Norway,South Korea,1,1,UEFA Euro qualification,New York,Sweden,False
1981-10-13,China,Wales,0,4,Copa America,Madrid,South Korea,False
1981-10-14,France,Norway,1,2,Friendly,London,Brazil,False
1981-10-21,Cameroon,Brazil,1,0,FIFA World Cup,New York,France,False
